-------------1------------
56 : [0, -10, 4, 2, -4, -2, 4, -2, 4, 2, 0, 6, -4, 6, -4, -2]
57 : [0, 2, 0, -6, -4, 2, 0, -2, -4, 6, -4, -2, 4, 2, 8, -2]
58 : [0, 0, 6, -2, 6, 6, 0, 0, 2, 2, 0, 0, 8, 0, 2, 2]
59 : [0, 4, 2, -2, -2, 10, 4, 0, -14, -2, 4, 0, 0, -4, -2, 2]
60 : [0, 0, 10, -2, -6, -2, 0, 8, -6, 6, 0, -8, -4, 4, -2, 2]
61 : [0, 8, -2, 2, -6, -2, 4, 4, -2, -6, 0, 0, 0, 0, -2, 2]
62 : [0, 2, 0, -2, -8, 2, 4, 2, 0, -2, 4, -2, -4, 2, 4, -2]
63 : [0, -14, -12, -6, 0, 2, 0, -2, -4, -6, 12, -2, 0, -2, 4, -2]
-------------2------------
0 : [32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2 : [0, 0, 0, 4, 0, 0, -4, 0, 0, 0, -4, 0, 0, 0, 0, 4]
3 : [0, 0, 4, -8, 0, 8, 0, -4, 0, 0, -8, -4, 0, 8, -4, 8]
4 : [0, -2, 2, 4, 2, 0, 4, 6, 0, 6, -2, 0, 2, 0, 0, 10]
5 : [0, 2, 2, 0, 2, -4, 4, -6, 0, -6, 6, 4, -6, 4, 0, -2]
6 : [0, -2, -2, -4, -2, -4, 0, -2, -4, 2, 2, 0, 2, 0, 4, 10]
7 : [0, 2, 2, -4, -2, 0, 4, -2, -4, 6, 6, 0, -6, -4, 0, 2]
8 : [0, 0, 2, 2, -2, 2, 4, 0, -2, -6, -4, 0, 0, 0, 10, -6]
9 : [0, 0, -2, -2, -2, 2, 8, 4, -2, 2, 0, -4, 0, 8, -10, -2]
10 : [0, -4, 2, 2, 2, 2, -4, -8, 2, 2, 4, 0, 0, 4, -6, 2]
11 : [0, 4, 2, 10, 2, 2, 4, 0, 2, 2, 4, 0, 0, -4, 2, 2]
12 : [0, -2, 4, -2, 0, 2, 0, 6, -2, 0, 2, 0, 2, 0, -6, -4]
13 : [0, -6, 0, -2, 0, 6, 4, -10, 6, -4, 6, 0, 2, -4, -2, 4]
14 : [0, -6, 0, 2, 0, -2, -8, 6, -2, 4, 2, 0, 2, 4, -2, 0]
15 : [0, -2, 0, -2, 0, 2, 0, 10, 6, 8, 2, 4, 2, 0, -2, 4]
16 : [0, 0, -4, 4, 0, 0, 0, 0, 0, 0, 4, 4, 4, -12, -4, -12]
17 : [0, 0, 0, 0, 0, -8, 4, 4, 0, 0, 8, 0, -4, 4, 8, 0]
18 : [0, 0, 0, 4, 0, 8, 0, 4, 0, 0, -4, 8, -4, -12, 0, 12]
19 : [0, 0, -8, 4, 0, 8, 8, 4, 0, 0, -4, 0, 4, -4, 8, -4]
20 : [0, -2, -6, -4, -2, 4, -4, -2, -4, 2, 2, -4, 6, -4, 0, 2]
21 : [0, 10, -2, -4, -2, 0, 0, -2, 4, 6, 6, -4, -2, 0, 4, 2]
22 : [0, -2, -6, 0, 2, 0, 4, 2, 8, -2, 2, 0, 6, 4, 0, -2]
23 : [0, 10, 2, 4, 2, 4, -4, -2, 0, 2, 2, -4, -2, 0, 0, 2]
24 : [0, -4, 2, -2, 2, 2, 4, 4, -2, -2, 4, 4, 0, 4, -2, 2]
25 : [0, 4, -6, 6, 2, 2, 4, -4, -2, -2, 4, -4, 8, 4, -2, 2]
26 : [0, 8, -2, 2, -2, 2, 0, 0, 2, 6, 0, 0, 0, 0, 2, -2]
27 : [0, -8, 10, 6, -2, 2, 4, -4, 2, -2, -4, -4, -8, 0, -2, -6]
28 : [0, 2, 8, -2, 0, -2, 0, 2, 2, 0, -6, 4, 10, -4, 2, 0]
29 : [0, -2, 0, 2, 0, -6, 0, -2, 2, 4, 2, 0, 10, 0, 2, 4]
30 : [0, -2, 0, 6, 0, 2, 4, -2, 2, 4, -2, 0, 2, 0, 2, 0]
31 : [0, 2, -4, 6, 0, -2, -8, -2, -14, 0, 2, 0, 2, 4, -2, 0]
32 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
33 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
34 : [0, 0, 0, 4, 0, -8, 4, 0, 0, 0, -4, -16, 0, -8, -8, 4]
35 : [0, 0, -4, 0, 0, 0, 0, 4, 0, 0, 0, 4, 0, 0, -4, 0]
36 : [0, -2, -2, 0, -2, -4, 4, -10, 0, 6, -6, -4, 6, 4, 8, 2]
37 : [0, -6, -2, 4, -2, 0, 4, 2, 0, 2, 2, -8, -2, 0, 8, -2]
38 : [0, 6, -6, 0, -14, 0, 0, -2, -4, -6, -2, 4, -2, -4, -4, 2]
39 : [0, 2, 6, 0, 2, -4, -4, -2, -4, 6, -6, 4, 6, 0, 0, -6]
40 : [0, -4, 2, -2, 2, 2, 0, -8, 2, 2, 0, 8, 8, -4, -6, -2]
41 : [0, -4, -2, -6, 2, 2, 4, -4, -6, 2, -4, -4, 0, -4, -2, -6]
42 : [0, 8, 2, -2, 6, -6, 0, 0, -2, 2, 0, 0, 0, 0, -6, -2]
43 : [0, 0, -6, -2, 6, 10, 0, 0, -10, 10, 0, 0, -8, 0, 2, -2]
44 : [0, -6, 0, 6, 0, -2, -4, -2, 2, -8, 2, 4, -2, 0, 2, 8]
45 : [0, -2, -4, -2, 0, -6, 0, -10, 2, 4, -2, 4, -10, -4, -2, 0]
46 : [0, -2, -4, 2, 8, 2, 4, -2, -6, -4, -6, 4, -2, 4, -2, 4]
47 : [0, -6, 4, -2, -8, -2, 4, 2, -6, 0, 10, 0, 6, 0, -2, 0]
48 : [0, 0, -4, 4, -4, -4, 4, 4, 0, 0, -4, -4, 0, 0, -8, 0]
49 : [0, 0, 0, 0, 4, -4, 0, 0, 0, 0, 0, -8, 0, -8, -4, 4]
50 : [0, 0, 0, 4, 4, 4, 4, 0, 0, 0, 4, 0, 0, 0, -4, 0]
51 : [0, 0, 0, -4, -4, -4, -4, 0, 0, 0, -4, 0, 0, 0, 4, 0]
52 : [0, -10, -2, -8, 6, 4, -8, 2, 4, 2, 6, -8, -2, -4, 4, -2]
53 : [0, -6, 2, 0, -2, 0, 4, 2, -4, -2, -6, 0, -2, 0, 0, -2]
54 : [0, -2, -2, 4, -6, 0, 8, -2, 0, 6, 6, 4, -2, 4, -4, 2]
55 : [0, 2, -2, -8, -14, 4, 0, 2, 8, 2, -2, 0, -2, 0, -4, -2]
56 : [0, 0, 2, 2, -6, -2, -4, 0, 2, -2, 0, -4, -4, -4, 2, 2]
57 : [0, 8, 10, -6, 2, 6, 4, 0, -6, -10, 8, -4, 4, -4, 2, 2]
58 : [0, -4, -2, 6, -2, -2, -8, 4, -2, -2, 4, 0, -4, 0, -2, -2]
59 : [0, -4, 2, 2, -10, 6, -4, 0, -10, -2, 0, -4, 4, 0, 2, 2]
60 : [0, -2, -4, -2, 4, -2, 0, -2, -2, 0, 2, 0, 2, -8, -2, 0]
61 : [0, 2, 4, 10, -4, 10, -8, -6, 6, 4, 2, -4, 2, 4, -2, -4]
62 : [0, 2, -12, -2, 4, 2, -4, 2, 6, -12, -2, -4, 2, 4, -2, 0]
63 : [0, -2, -8, -2, -4, -2, 0, -6, -2, 0, 2, 4, 2, 0, 2, 0]
-------------3------------
0 : [32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2 : [0, 2, -2, -4, 0, -2, -6, 4, 0, 6, -2, -8, 4, -2, -2, -4]
3 : [0, -2, -2, 0, 4, -2, -2, -4, -4, -2, 2, 0, -4, 2, -2, 0]
4 : [0, -4, 0, 0, 2, -2, -6, 2, 0, 4, 4, -4, -6, -10, 6, -2]
5 : [0, 0, 0, -4, 2, 2, 2, 6, 0, 0, 4, 0, 2, -6, 6, 2]
6 : [0, -2, 2, 0, 2, -4, 0, 2, 0, -6, -2, 0, -2, 4, 8, -2]
7 : [0, -2, 2, 0, -2, 8, 4, 6, -4, -2, 2, -4, -10, 4, 0, -2]
8 : [0, 0, 6, -6, 0, 0, 2, -2, -2, 2, 0, 8, 6, 2, 4, -4]
9 : [0, 0, 2, -2, 0, -8, -2, -6, -2, 2, -4, -4, -2, 2, 8, 0]
10 : [0, -2, 8, -2, 0, 2, -8, -6, 2, 0, 6, 4, -2, 0, 2, -4]
11 : [0, 2, -4, 6, 4, 2, 0, -2, -2, 0, -2, 0, -2, -4, -2, 4]
12 : [0, 0, -2, -2, 2, 10, 4, -4, 2, -2, 0, -4, 4, -8, 6, -6]
13 : [0, -4, 2, -2, 2, -2, 0, 12, 2, 2, 4, 4, 4, 4, 2, 2]
14 : [0, -2, -4, -2, 2, -4, -2, -4, -2, 4, 2, 4, 4, -2, -8, -2]
15 : [0, -2, -8, 2, -2, 0, -2, -4, -6, -8, 2, 4, 4, -2, 4, 2]
16 : [0, 0, 2, -2, 2, 2, 8, 4, 2, 6, -4, 12, -4, -8, 2, 10]
17 : [0, 0, -2, 2, -2, -2, 0, 4, -2, 2, 4, -4, 4, 0, -10, 6]
18 : [0, -2, 4, 2, -2, 0, 2, 4, -2, -4, -6, 0, 0, -14, 4, -2]
19 : [0, 2, 0, 2, -2, 4, -2, -12, -2, 0, -2, 8, -8, -2, 0, -2]
20 : [0, 4, -6, -2, -4, 0, 2, -2, 2, -6, -8, 0, 6, -2, 0, 0]
21 : [0, 8, -2, 6, 0, 8, 2, 2, -2, 2, -8, -4, -2, 2, 4, 0]
22 : [0, 2, 0, -10, 0, 6, 0, 2, -2, 0, 2, 0, 2, 0, -2, 0]
23 : [0, 10, 4, -6, 0, -2, -4, -2, -2, 0, -2, 4, 2, 0, 2, -4]
24 : [0, 0, 4, -4, 2, 2, -2, -2, -4, 4, 4, 4, -2, 6, 6, -2]
25 : [0, 8, -4, -4, -2, -2, 2, 2, 0, 0, 0, 8, -10, -2, -10, -2]
26 : [0, -6, 2, 0, -2, 4, -4, -2, -4, 2, 2, 4, 6, 0, 0, -2]
27 : [0, -2, 2, -4, -2, 0, -4, 2, 4, -2, 2, 0, -2, 4, 0, 2]
28 : [0, 0, -4, 0, -4, 4, -8, 4, 0, -8, 4, 0, -4, 4, 8, 4]
29 : [0, 4, 4, 4, 0, 4, -4, -4, 4, 8, 0, 0, 4, 0, 0, 8]
30 : [0, -6, 6, 0, 0, -2, 2, 0, -8, -2, -2, -4, 4, -2, -2, 0]
31 : [0, -6, -10, 0, 0, 6, -6, 0, 0, -2, -2, 4, 4, -2, -2, 0]
32 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
33 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
34 : [0, -2, -2, 0, 0, 2, 2, -8, 0, 2, -2, -4, 4, 2, 6, 16]
35 : [0, 2, -2, -4, 4, -6, 6, -8, -4, 2, 2, -4, -4, -2, 6, -4]
36 : [0, 4, 0, 8, 2, -2, -6, 2, 4, 0, -8, 8, 6, 2, 2, -6]
37 : [0, 0, 0, -4, 2, -6, 2, -2, 4, 4, 8, 4, -2, -2, 2, 6]
38 : [0, 2, -6, -12, 2, 0, 0, -2, -4, -6, 2, 0, 2, -4, -4, -2]
39 : [0, 2, -6, 4, -2, -4, 4, 2, 8, -2, 6, -4, -6, -4, 4, -2]
40 : [0, 0, 2, -2, 0, 8, 6, 2, -2, -6, -4, 4, -2, 10, 0, 0]
41 : [0, 0, -2, 2, 0, 0, 2, -2, -2, -6, 8, 8, 6, -6, 4, 4]
42 : [0, 2, 4, -2, 8, -2, -4, 2, 2, -4, 2, -4, -2, -4, -2, 4]
43 : [0, -2, 8, -2, -4, -10, 4, -2, -2, -12, -6, 0, -2, 0, -6, 4]
44 : [0, 0, 2, -6, 2, 10, 0, 0, -2, 2, 0, -4, 0, -4, -2, 2]
45 : [0, 4, 6, 2, 2, 6, -4, -8, -2, -2, 4, -4, 0, 0, -6, 2]
46 : [0, 2, -8, -2, -6, 0, 2, -4, 2, 4, 2, 0, 0, -2, 0, -6]
47 : [0, 2, 4, 2, 6, 4, 2, -4, 14, -8, 2, 0, 0, -2, -4, -2]
48 : [0, 0, -6, -2, -2, -2, -4, 0, 2, -2, 4, 4, 0, 4, -2, 6]
49 : [0, 0, -2, -6, 2, 2, 4, 0, -2, -6, 4, -4, 0, 4, 2, 2]
50 : [0, 2, -4, -2, 2, 0, 6, 4, -2, 8, 2, 4, -4, 2, 0, -2]
51 : [0, -2, 0, -2, -6, 4, 2, -4, -2, 4, -2, -4, -4, -2, -4, 6]
52 : [0, -4, 2, 6, 0, 4, -2, 2, 6, -2, 4, 4, -2, -2, 0, 0]
53 : [0, 8, -2, -2, 12, -4, -2, -2, 2, -2, -4, 0, -2, 2, 4, 8]
54 : [0, -2, 0, 2, -4, -2, -12, 2, -6, 0, -2, 0, -6, -4, -2, 4]
55 : [0, 6, -4, -2, -12, -2, 0, -2, 10, 0, 2, -4, 2, 4, 2, 0]
56 : [0, 0, 0, 8, 6, -2, 6, -2, -4, 4, 0, 0, 2, 2, -2, -2]
57 : [0, 8, 0, 0, 10, 2, -6, 2, 0, 0, 4, -4, 2, 2, -2, -2]
58 : [0, 6, -2, 0, 2, 4, -4, 2, -4, -2, -2, 4, -6, 0, 0, 2]
59 : [0, -14, -10, -4, 10, 0, -4, -2, 4, 2, -10, 0, -6, 4, 0, -2]
60 : [0, 0, 0, 4, -8, 0, 0, -4, -4, 4, 4, 0, -4, 4, 4, 0]
61 : [0, -4, 0, 8, 4, 0, 4, -4, 0, -4, 8, 0, -4, 0, -4, -4]
62 : [0, 6, 2, 0, -4, -2, -6, 4, -4, -2, -2, 0, -4, -6, 2, 0]
63 : [0, 6, -6, 8, 4, -2, 2, 4, -12, -2, 6, 0, 4, 2, 2, 0]
-------------4------------
0 : [32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2 : [0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0]
3 : [0, -4, 0, 8, 0, 0, 8, -4, -4, -8, 0, 0, -8, 0, -4, 0]
4 : [0, -2, -2, 0, -2, 0, 0, -10, 2, 0, 0, -6, 0, -6, 10, 0]
5 : [0, 2, -2, -4, 2, 0, -4, 6, 2, 4, 0, -10, 4, 10, 6, 0]
6 : [0, -2, 2, 0, -2, -4, -4, 2, -2, -4, 4, 2, 0, -2, 2, 8]
7 : [0, -2, -2, 4, -2, 12, 0, -2, 2, 0, 12, 2, 4, 2, 2, 0]
8 : [0, -4, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, -4, 0]
9 : [0, 0, -4, -8, 4, 0, 8, 0, 0, -8, 0, 4, 8, -4, 0, 0]
10 : [0, -4, -4, 0, 4, 0, 0, -4, -4, 0, 0, 4, 0, -4, -4, 0]
11 : [0, 4, -4, 0, -4, 0, 0, -4, -4, 0, 0, -4, 0, -4, 4, 0]
12 : [0, -2, 2, 0, -2, 4, 4, -6, -2, 4, -4, 10, 0, -10, -6, -8]
13 : [0, -2, -2, -4, -2, 4, 0, -10, 2, 0, 4, -6, -4, -6, 10, 0]
14 : [0, -2, -2, 0, -2, 0, 0, -2, 2, 0, 0, 2, 0, 2, 2, 0]
15 : [0, 2, -2, 4, 2, 0, 4, -2, 2, -4, 0, -2, -4, 2, -2, 0]
16 : [0, -2, -2, 0, 2, 4, 4, 10, -2, 4, -4, 6, 0, -6, 10, 8]
17 : [0, 2, -2, -4, -2, -4, 0, -6, -2, 0, -4, 10, -4, 10, 6, 0]
18 : [0, 2, -2, 0, -2, 0, 0, -6, -2, 0, 0, 10, 0, 10, 6, 0]
19 : [0, 2, 2, -4, -2, 0, 4, -10, 2, -4, 0, -6, 4, 6, -10, 0]
20 : [0, 4, -4, 0, -4, 0, 0, 4, -4, 0, 0, -4, 0, -4, -4, 0]
21 : [0, 4, 4, 8, -4, 0, 0, 4, 4, 0, 0, 4, -8, -4, 4, 0]
22 : [0, 8, -4, 0, 4, 8, -8, 0, 8, -8, -8, 4, 0, -4, 0, 0]
23 : [0, 4, 8, 8, 8, 0, 0, -4, -4, 0, 0, 0, 8, 0, 4, 0]
24 : [0, 2, -2, 0, -2, 0, 0, 2, -2, 0, 0, 2, 0, 2, -2, 0]
25 : [0, 2, 2, 4, -2, 0, -4, -2, 2, 4, 0, 2, -4, -2, -2, 0]
26 : [0, -2, -2, 0, 2, -4, -4, 2, -2, -4, 4, -2, 0, 2, 2, -8]
27 : [0, 2, -2, -12, -2, 4, 0, 2, -2, 0, 4, 2, -12, 2, -2, 0]
28 : [0, -4, 0, 0, 0, 8, -8, 4, -4, -8, -8, 0, 0, 0, 4, 0]
29 : [0, 0, -4, -8, -4, 0, 0, 0, 0, 0, 0, 4, -8, 4, 0, 0]
30 : [0, -8, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0]
31 : [0, 0, -8, 8, 8, 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, 0]
32 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
33 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
34 : [0, 4, 0, 0, 0, -8, 8, 4, 4, 8, 8, 0, 0, 0, 4, -16]
35 : [0, 0, 4, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0]
36 : [0, 2, 2, 0, -2, 4, 4, 6, 2, 4, -4, 2, 0, -2, 6, -8]
37 : [0, -2, 2, 4, 2, -4, 0, -2, 2, 0, -4, 6, 4, 6, 2, 0]
38 : [0, -10, 2, 0, 2, 0, 0, -2, 10, 0, 0, -2, 0, -2, 2, 0]
39 : [0, -2, -10, 4, 10, 0, 4, 2, -2, -4, 0, -2, -4, 2, 2, 0]
40 : [0, 0, 4, 0, -4, 8, -8, 0, 0, -8, -8, -4, 0, 4, 0, -16]
41 : [0, -4, 0, 0, 0, 0, 0, 4, 4, 0, 0, 0, 0, 0, -4, 0]
42 : [0, 4, -4, 0, -4, 0, 0, -4, -4, 0, 0, -4, 0, -4, 4, 0]
43 : [0, 4, 4, 0, -4, 0, 16, 4, 4, -16, 0, -4, 0, 4, 4, 0]
44 : [0, -2, 2, 0, 2, 0, 0, -2, 2, 0, 0, 6, 0, 6, 2, 0]
45 : [0, -2, -2, -4, 2, 0, -4, -6, -2, 4, 0, -2, 4, 2, -6, 0]
46 : [0, 2, 10, 0, -10, -4, -4, -2, 2, -4, 4, 2, 0, -2, -2, 8]
47 : [0, -10, 2, -4, 2, -12, 0, -2, 10, 0, -12, -2, -4, -2, 2, 0]
48 : [0, -2, -2, 0, -2, 0, 0, 6, 2, 0, 0, 2, 0, 2, -6, 0]
49 : [0, 2, -2, -4, 2, 0, 4, -2, 2, -4, 0, 6, 4, -6, -2, 0]
50 : [0, -2, 2, 0, -2, 4, 4, 2, -2, 4, -4, -6, 0, 6, 2, 8]
51 : [0, -2, -2, 4, -2, 4, 0, 6, 2, 0, 4, 2, 4, 2, -6, 0]
52 : [0, 0, 8, 0, -8, 8, 8, 0, 0, 8, -8, 0, 0, 0, 0, 0]
53 : [0, -8, 0, 0, 0, 8, 0, 0, 8, 0, 8, 0, 0, 0, 0, 0]
54 : [0, 0, -4, 0, -4, 0, 0, 0, 0, 0, 0, 4, 0, 4, 0, 0]
55 : [0, 4, 0, 8, 0, 0, 0, -4, 4, 0, 0, 0, -8, 0, -4, 0]
56 : [0, -10, 2, 0, -2, -4, -4, 2, -10, -4, 4, 2, 0, -2, 2, -8]
57 : [0, -2, -10, 12, -10, -4, 0, -2, 2, 0, -4, 2, 12, 2, 2, 0]
58 : [0, -2, -10, 0, -10, 0, 0, -2, 2, 0, 0, 2, 0, 2, 2, 0]
59 : [0, 10, -2, 4, 2, 0, -4, -2, 10, 4, 0, -2, -4, 2, -2, 0]
60 : [0, 4, 8, 0, 8, 0, 0, -4, -4, 0, 0, 0, 0, 0, 4, 0]
61 : [0, -8, 4, 8, -4, 0, 0, 0, -8, 0, 0, -4, -8, 4, 0, 0]
62 : [0, -4, -4, 0, 4, 8, 8, -4, -4, 8, -8, -4, 0, 4, -4, 0]
63 : [0, 4, -4, 0, -4, -8, 0, 4, -4, 0, -8, -4, 0, -4, -4, 0]
-------------5------------
0 : [32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2 : [0, 4, -2, 2, -2, 2, -4, 0, 4, 0, 2, -2, 2, -2, 0, -4]
3 : [0, 0, -2, 6, -2, -2, 4, -4, 0, 0, -2, 6, -2, -2, 4, -4]
4 : [0, 2, -2, 0, 0, 2, -2, 0, 0, 2, 2, 4, -4, -2, -2, 0]
5 : [0, 2, 2, -4, 0, 10, -6, -4, 0, 2, -10, 0, 4, -2, 2, 4]
6 : [0, -2, -4, -6, -2, -4, 2, 0, 0, -2, 0, -2, -6, -8, 2, 0]
7 : [0, 2, 0, 2, -2, 8, 6, 0, -4, 6, 0, -6, -2, 0, -6, -4]
8 : [0, 0, 2, 6, 0, 0, -2, -6, -2, 2, 4, -12, 2, 6, -4, 4]
9 : [0, -4, 6, -2, 0, -4, -6, -6, 6, -2, 0, -4, 2, -6, -8, -4]
10 : [0, 4, 0, 0, -2, -6, 2, 2, 2, 2, -2, 2, 4, -4, -4, 0]
11 : [0, 4, 4, 4, 6, 2, -2, -2, -2, -2, -2, 2, 0, -8, -4, 0]
